Accession ID,Virus name,Collection date,country,Province,Pango lineage,Variant,clade,partiallyAliased,clade_display,Omicron sublineages
EPI_ISL_16922401,hCoV-19/Tianjin/TJCDC-0919/2022,2022-06-16,China,Tianjin,BA.5.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.1,22B (BA.5),BA.5
EPI_ISL_16922402,hCoV-19/Tianjin/TJCDC-0920/2022,2022-06-16,China,Tianjin,BE.1.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.3.1.1.1,22B (BA.5),BA.5
EPI_ISL_16922424,hCoV-19/Tianjin/TJCDC-0922/2022,2022-06-17,China,Tianjin,BA.5.1.23,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.1.23,22B (BA.5),BA.5
EPI_ISL_16614626,hCoV-19/Beijing/BJCDC-1952/2022,2022-06-19,China,Beijing,BA.5.2.7,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.7,22B (BA.5),BA.5
EPI_ISL_16922407,hCoV-19/Tianjin/TJCDC-0926/2022,2022-06-20,China,Tianjin,BA.5,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5,22B (BA.5),BA.5
EPI_ISL_16922405,hCoV-19/Tianjin/TJCDC-0924/2022,2022-06-20,China,Tianjin,BA.5,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5,22B (BA.5),BA.5
EPI_ISL_17261592,hCoV-19/Zhejiang/ZPCDCP-90/2022,2022-06-21,China,Zhejiang,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_17261593,hCoV-19/Zhejiang/ZPCDCP-91/2022,2022-06-21,China,Zhejiang,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_17261596,hCoV-19/Zhejiang/ZPCDCP-94/2022,2022-06-21,China,Zhejiang,BA.5.3,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.3,22B (BA.5),BA.5
EPI_ISL_16613442,hCoV-19/Chongqing/YBCDC-0115/2022,2022-06-21,China,Chongqing,BA.5.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2,22B (BA.5),BA.5
EPI_ISL_17261595,hCoV-19/Zhejiang/ZPCDCP-93/2022,2022-06-21,China,Zhejiang,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16922409,hCoV-19/Tianjin/TJCDC-0928/2022,2022-06-22,China,Tianjin,BE.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.3.1.4,22B (BA.5),BA.5
EPI_ISL_16922408,hCoV-19/Tianjin/TJCDC-0927/2022,2022-06-22,China,Tianjin,BA.5.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2,22B (BA.5),BA.5
EPI_ISL_16922418,hCoV-19/Tianjin/TJCDC-0934/2022,2022-06-23,China,Tianjin,BA.5.1.22,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.1.22,22B (BA.5),BA.5
EPI_ISL_16922410,hCoV-19/Tianjin/TJCDC-0929/2022,2022-06-23,China,Tianjin,BF.12,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.12,22B (BA.5),BA.5
EPI_ISL_16922412,hCoV-19/Tianjin/TJCDC-0931/2022,2022-06-23,China,Tianjin,BA.5.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.1,22B (BA.5),BA.5
EPI_ISL_16922417,hCoV-19/Tianjin/TJCDC-0938/2022,2022-06-24,China,Tianjin,BA.5.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.20,22B (BA.5),BA.5
EPI_ISL_16922416,hCoV-19/Tianjin/TJCDC-0937/2022,2022-06-24,China,Tianjin,BA.5.1.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.1.2,22B (BA.5),BA.5
EPI_ISL_16922419,hCoV-19/Tianjin/TJCDC-0939/2022,2022-06-24,China,Tianjin,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16922425,hCoV-19/Tianjin/TJCDC-0941/2022,2022-06-25,China,Tianjin,BA.5.2.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.2,22B (BA.5),BA.5
EPI_ISL_16923666,hCoV-19/Tianjin/TJCDC-0945/2022,2022-06-26,China,Tianjin,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16923665,hCoV-19/Tianjin/TJCDC-0944/2022,2022-06-26,China,Tianjin,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16923668,hCoV-19/Tianjin/TJCDC-0947/2022,2022-06-26,China,Tianjin,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16923667,hCoV-19/Tianjin/TJCDC-0946/2022,2022-06-26,China,Tianjin,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16923669,hCoV-19/Tianjin/TJCDC-0948/2022,2022-06-26,China,Tianjin,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16923673,hCoV-19/Tianjin/TJCDC-0952/2022,2022-06-28,China,Tianjin,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16923670,hCoV-19/Tianjin/TJCDC-0949/2022,2022-06-28,China,Tianjin,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16923671,hCoV-19/Tianjin/TJCDC-0950/2022,2022-06-28,China,Tianjin,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16923672,hCoV-19/Tianjin/TJCDC-0951/2022,2022-06-28,China,Tianjin,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16923674,hCoV-19/Tianjin/TJCDC-0953/2022,2022-06-28,China,Tianjin,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16923675,hCoV-19/Tianjin/TJCDC-0959/2022,2022-06-30,China,Tianjin,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16923676,hCoV-19/Tianjin/TJCDC-0960/2022,2022-06-30,China,Tianjin,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16922433,hCoV-19/Tianjin/TJCDC-0958/2022,2022-06-30,China,Tianjin,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_17261597,hCoV-19/Zhejiang/ZPCDCP-95/2022,2022-07-01,China,Zhejiang,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_17261598,hCoV-19/Zhejiang/ZPCDCP-96/2022,2022-07-01,China,Zhejiang,BA.5.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.1,22B (BA.5),BA.5
EPI_ISL_16137903,hCoV-19/Beijing/GD-5/2022,2022-07-01,China,Beijing,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16127645,hCoV-19/Guangdong/GPCDCP-5/2022,2022-07-01,China,Guangdong,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16614643,hCoV-19/Beijing/BJCDC-1711/2022,2022-07-02,China,Beijing,BA.5.2.30,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.30,22B (BA.5),BA.5
EPI_ISL_16922430,hCoV-19/Tianjin/TJCDC-0961/2022,2022-07-03,China,Tianjin,BA.5.1.23,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.1.23,22B (BA.5),BA.5
EPI_ISL_16922432,hCoV-19/Tianjin/TJCDC-0965/2022,2022-07-04,China,Tianjin,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16614644,hCoV-19/Beijing/BJCDC-1716/2022,2022-07-04,China,Beijing,BA.5.2.20,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.20,22B (BA.5),BA.5
EPI_ISL_16614645,hCoV-19/Beijing/BJCDC-1717/2022,2022-07-04,China,Beijing,BA.5.2.20,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.20,22B (BA.5),BA.5
EPI_ISL_16614646,hCoV-19/Beijing/BJCDC-1715/2022,2022-07-04,China,Beijing,BA.5.2.20,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.20,22B (BA.5),BA.5
EPI_ISL_16614647,hCoV-19/Beijing/BJCDC-1718/2022,2022-07-04,China,Beijing,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16614656,hCoV-19/Beijing/BJCDC-1729/2022,2022-07-05,China,Beijing,BA.5.2.20,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.20,22B (BA.5),BA.5
EPI_ISL_17197576,hCoV-19/Chongqing/YBCDC-0203/2022,2022-07-05,China,Chongqing,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16922436,hCoV-19/Tianjin/TJCDC-0968/2022,2022-07-05,China,Tianjin,BA.5.6,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.6,22B (BA.5),BA.5
EPI_ISL_16614657,hCoV-19/Beijing/BJCDC-1730/2022,2022-07-05,China,Beijing,BA.5.2.20,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.20,22B (BA.5),BA.5
EPI_ISL_16614655,hCoV-19/Beijing/BJCDC-1728/2022,2022-07-05,China,Beijing,BA.5.2.20,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.20,22B (BA.5),BA.5
EPI_ISL_16614653,hCoV-19/Beijing/BJCDC-1726/2022,2022-07-05,China,Beijing,BA.5.2.20,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.20,22B (BA.5),BA.5
EPI_ISL_16614654,hCoV-19/Beijing/BJCDC-1720/2022,2022-07-05,China,Beijing,BA.5.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2,22B (BA.5),BA.5
EPI_ISL_16614651,hCoV-19/Beijing/BJCDC-1725/2022,2022-07-05,China,Beijing,BA.5.2.20,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.20,22B (BA.5),BA.5
EPI_ISL_16614649,hCoV-19/Beijing/BJCDC-1722/2022,2022-07-05,China,Beijing,BA.5.2.20,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.20,22B (BA.5),BA.5
EPI_ISL_16614652,hCoV-19/Beijing/BJCDC-1724/2022,2022-07-05,China,Beijing,BA.5.2.20,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.20,22B (BA.5),BA.5
EPI_ISL_17197577,hCoV-19/Chongqing/YBCDC-0204/2022,2022-07-06,China,Chongqing,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16614660,hCoV-19/Beijing/BJCDC-1735/2022,2022-07-06,China,Beijing,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16614661,hCoV-19/Beijing/BJCDC-1806/2022,2022-07-06,China,Beijing,BF.10,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.10,22B (BA.5),BA.5
EPI_ISL_17197578,hCoV-19/Chongqing/YBCDC-0205/2022,2022-07-06,China,Chongqing,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16614659,hCoV-19/Beijing/BJCDC-1723/2022,2022-07-06,China,Beijing,BA.5.2.20,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.20,22B (BA.5),BA.5
EPI_ISL_17197579,hCoV-19/Chongqing/YBCDC-0206/2022,2022-07-06,China,Chongqing,BA.5.1.9,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.1.9,22B (BA.5),BA.5
EPI_ISL_16922441,hCoV-19/Tianjin/TJCDC-0974/2022,2022-07-07,China,Tianjin,BF.28,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.28,22B (BA.5),BA.5
EPI_ISL_17261613,hCoV-19/Zhejiang/ZPCDCP-111/2022,2022-07-08,China,Zhejiang,BE.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.3.1.4,22B (BA.5),BA.5
EPI_ISL_17261618,hCoV-19/Zhejiang/ZPCDCP-116/2022,2022-07-08,China,Zhejiang,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_17261617,hCoV-19/Zhejiang/ZPCDCP-115/2022,2022-07-08,China,Zhejiang,BA.5.6,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.6,22B (BA.5),BA.5
EPI_ISL_17261615,hCoV-19/Zhejiang/ZPCDCP-113/2022,2022-07-08,China,Zhejiang,BA.5.6,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.6,22B (BA.5),BA.5
EPI_ISL_17261600,hCoV-19/Zhejiang/ZPCDCP-98/2022,2022-07-08,China,Zhejiang,BF.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.1,22B (BA.5),BA.5
EPI_ISL_17261601,hCoV-19/Zhejiang/ZPCDCP-99/2022,2022-07-08,China,Zhejiang,BA.5.1.30,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.1.30,22B (BA.5),BA.5
EPI_ISL_17261619,hCoV-19/Zhejiang/ZPCDCP-117/2022,2022-07-08,China,Zhejiang,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_17261620,hCoV-19/Zhejiang/ZPCDCP-118/2022,2022-07-08,China,Zhejiang,BA.5.1.21,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.1.21,22B (BA.5),BA.5
EPI_ISL_17261614,hCoV-19/Zhejiang/ZPCDCP-112/2022,2022-07-08,China,Zhejiang,BE.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.3.1.4,22B (BA.5),BA.5
EPI_ISL_17261606,hCoV-19/Zhejiang/ZPCDCP-104/2022,2022-07-08,China,Zhejiang,BA.5.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2,22B (BA.5),BA.5
EPI_ISL_17261608,hCoV-19/Zhejiang/ZPCDCP-106/2022,2022-07-08,China,Zhejiang,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_17261611,hCoV-19/Zhejiang/ZPCDCP-109/2022,2022-07-08,China,Zhejiang,BE.1.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.3.1.1.1,22B (BA.5),BA.5
EPI_ISL_16922447,hCoV-19/Tianjin/TJCDC-0975/2022,2022-07-09,China,Tianjin,BA.5.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2,22B (BA.5),BA.5
EPI_ISL_16922448,hCoV-19/Tianjin/TJCDC-0976/2022,2022-07-09,China,Tianjin,BA.5.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2,22B (BA.5),BA.5
EPI_ISL_16614663,hCoV-19/Beijing/BJCDC-1731/2022,2022-07-09,China,Beijing,BA.5.2.20,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.20,22B (BA.5),BA.5
EPI_ISL_16614665,hCoV-19/Beijing/BJCDC-1809/2022,2022-07-09,China,Beijing,BA.5.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2,22B (BA.5),BA.5
EPI_ISL_16614664,hCoV-19/Beijing/BJCDC-1807/2022,2022-07-09,China,Beijing,BA.5.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_13867424,hCoV-19/Yunnan/SR01/2022,2022-07-10,China,Yunnan,BF.3.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.3.1,22B (BA.5),BA.5
EPI_ISL_16614667,hCoV-19/Beijing/BJCDC-1808/2022,2022-07-10,China,Beijing,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16922443,hCoV-19/Tianjin/TJCDC-0978/2022,2022-07-10,China,Tianjin,BA.5.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2,22B (BA.5),BA.5
EPI_ISL_16614666,hCoV-19/Beijing/BJCDC-1739/2022,2022-07-10,China,Beijing,BA.5.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.1,22B (BA.5),BA.5
EPI_ISL_16922444,hCoV-19/Tianjin/TJCDC-0979/2022,2022-07-11,China,Tianjin,BA.5.6,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.6,22B (BA.5),BA.5
EPI_ISL_17197590,hCoV-19/Chongqing/YBCDC-0220/2022,2022-07-12,China,Chongqing,BA.5.2.20,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.20,22B (BA.5),BA.5
EPI_ISL_16922445,hCoV-19/Tianjin/TJCDC-0980/2022,2022-07-12,China,Tianjin,BA.5.2.3,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.3,22B (BA.5),BA.5
EPI_ISL_17197581,hCoV-19/Chongqing/YBCDC-0208/2022,2022-07-12,China,Chongqing,BF.28,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.28,22B (BA.5),BA.5
EPI_ISL_17197580,hCoV-19/Chongqing/YBCDC-0207/2022,2022-07-12,China,Chongqing,BF.28,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.28,22B (BA.5),BA.5
EPI_ISL_16922446,hCoV-19/Tianjin/TJCDC-0981/2022,2022-07-13,China,Tianjin,BA.5.6,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.6,22B (BA.5),BA.5
EPI_ISL_16922450,hCoV-19/Tianjin/TJCDC-0982/2022,2022-07-13,China,Tianjin,BA.5.8,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.8,22B (BA.5),BA.5
EPI_ISL_17197582,hCoV-19/Chongqing/YBCDC-0209/2022,2022-07-13,China,Chongqing,BF.28,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.28,22B (BA.5),BA.5
EPI_ISL_16922449,hCoV-19/Tianjin/TJCDC-0983/2022,2022-07-14,China,Tianjin,BA.5.8,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.8,22B (BA.5),BA.5
EPI_ISL_16923677,hCoV-19/Tianjin/TJCDC-0987/2022,2022-07-14,China,Tianjin,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16922451,hCoV-19/Tianjin/TJCDC-0984/2022,2022-07-14,China,Tianjin,BA.5.1.17,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.1.17,22B (BA.5),BA.5
