Accession ID,Virus name,Collection date,country,Province,Pango lineage,Variant,clade,partiallyAliased,clade_display,Omicron sublineages
EPI_ISL_17978655,hCoV-19/Xinjiang/XJCDCWLMQ-319/2023,2023-06-13,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_17978667,hCoV-19/Xinjiang/XJCDCWLMQ-331/2023,2023-06-13,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_17998905,hCoV-19/Xinjiang/XJCDCALT-090/2023,2023-06-13,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_17998955,hCoV-19/Xinjiang/XJCDCCJ-166/2023,2023-06-14,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_17978596,hCoV-19/Xinjiang/XJCDCAKS-109/2023,2023-06-14,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_17978592,hCoV-19/Xinjiang/XJCDCAKS-105/2023,2023-06-15,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_17978633,hCoV-19/Xinjiang/XJCDCKS-137/2023,2023-06-15,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_18108836,hCoV-19/Xinjiang/XJCDCTLF-68/2023,2023-06-16,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_17978636,hCoV-19/Xinjiang/XJCDCKS-140/2023,2023-06-16,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_18074440,hCoV-19/Shanghai/SCDC-HP-XG-0617-2/2023,2023-06-17,China,Shanghai,HK.3,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23H,XBB.1.9.2.5.1.1.3,23H (HK.3),HK
EPI_ISL_17998916,hCoV-19/Xinjiang/XJCDCALT-101/2023,2023-06-17,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_17957096,hCoV-19/Shanghai/SCDC-XG06-9219/2023,2023-06-18,China,Shanghai,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_17850185,hCoV-19/Fujian/FCDC-LY1276/2023,2023-06-19,China,Fujian,HK.5,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.5,23F (EG.5.1),HK
EPI_ISL_17987972,hCoV-19/Gansu/BYCDC105/2023,2023-06-19,China,Gansu,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_17956697,hCoV-19/Tianjn/TJCDC0630-19/2023,2023-06-19,China,Tianjin,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),HK
EPI_ISL_17956737,hCoV-19/Tianjn/TJCDC0630-9/2023,2023-06-19,China,Tianjin,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),HK
EPI_ISL_18108829,hCoV-19/Xinjiang/XJCDCTC-128/2023,2023-06-19,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_17988152,hCoV-19/Henan/PYCDC-lg602/2023,2023-06-20,China,Henan,HK.3,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23H,XBB.1.9.2.5.1.1.3,23H (HK.3),HK
EPI_ISL_17837028,hCoV-19/Hubei/HCDC-WH2090/2023,2023-06-20,China,Hubei,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_17987769,hCoV-19/Shanghai/SCDC-XG06-9844/2023,2023-06-21,China,Shanghai,HK.4,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.4,23F (EG.5.1),HK
EPI_ISL_17987766,hCoV-19/Shanghai/SCDC-XG06-9841/2023,2023-06-21,China,Shanghai,HK.2,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.2,23F (EG.5.1),HK
EPI_ISL_17994596,hCoV-19/Shanghai/SCDC-XG07-9943/2023,2023-06-22,China,Shanghai,HK.2,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.2,23F (EG.5.1),HK
EPI_ISL_18049828,hCoV-19/Sichuan/YBCDC-XGCX315/2023,2023-06-22,China,Sichuan,HK.3,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23H,XBB.1.9.2.5.1.1.3,23H (HK.3),HK
EPI_ISL_17999055,hCoV-19/Xinjiang/XJCDCWLMQ-348/2023,2023-06-23,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_17987770,hCoV-19/Shanghai/SCDC-XG06-9845/2023,2023-06-23,China,Shanghai,HK.2,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.2,23F (EG.5.1),HK
EPI_ISL_17988989,hCoV-19/Sichuan/NJCDC-0630-1/2023,2023-06-24,China,Sichuan,HK.3,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23H,XBB.1.9.2.5.1.1.3,23H (HK.3),HK
EPI_ISL_17987533,hCoV-19/Shanghai/SCDC-572/2023,2023-06-24,China,Shanghai,HK.3,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23H,XBB.1.9.2.5.1.1.3,23H (HK.3),HK
EPI_ISL_18036687,hCoV-19/Guangdong/GDCDC_SZHG_2177/2023,2023-06-25,China,Guangdong,HK.3,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23H,XBB.1.9.2.5.1.1.3,23H (HK.3),HK
EPI_ISL_17999050,hCoV-19/Xinjiang/XJCDCWLMQ-343/2023,2023-06-25,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_18108738,hCoV-19/Xinjiang/XJCDCCJ-176/2023,2023-06-26,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),HK
EPI_ISL_18108740,hCoV-19/Xinjiang/XJCDCCJ-178/2023,2023-06-26,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_17956765,hCoV-19/Fujian/FCDC-LY1320/2023,2023-06-26,China,Fujian,HK.5,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.5,23F (EG.5.1),HK
EPI_ISL_17956764,hCoV-19/Fujian/FCDC-LY1305/2023,2023-06-26,China,Fujian,HK.5,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.5,23F (EG.5.1),HK
EPI_ISL_18108737,hCoV-19/Xinjiang/XJCDCCJ-175/2023,2023-06-27,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),HK
EPI_ISL_17987736,hCoV-19/Shanghai/SCDC-XG06-9774/2023,2023-06-27,China,Shanghai,HK.4,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.4,23F (EG.5.1),HK
EPI_ISL_18060870,hCoV-19/Sichuan/YBCDC-XGCX321/2023,2023-06-27,China,Sichuan,HK.8,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.8.1,23F (EG.5.1),HK
EPI_ISL_18105907,hCoV-19/Jiangsu/SZCDC718/2023,2023-06-27,China,Jiangsu,HK.4,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.4,23F (EG.5.1),HK
EPI_ISL_18105967,hCoV-19/Jiangsu/YZCDC313/2023,2023-06-27,China,Jiangsu,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_18108808,hCoV-19/Xinjiang/XJCDCKS-149/2023,2023-06-27,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_18108812,hCoV-19/Xinjiang/XJCDCKS-153/2023,2023-06-28,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_18033908,hCoV-19/Guangdong/GDCDC_GZ_0583/2023,2023-06-29,China,Guangdong,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_18108813,hCoV-19/Xinjiang/XJCDCKS-154/2023,2023-06-29,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_18074254,hCoV-19/Liaoning/LNCDC-252-3/2023,2023-06-30,China,Liaoning,HK.3,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23H,XBB.1.9.2.5.1.1.3,23H (HK.3),HK
EPI_ISL_17978544,hCoV-19/Hubei/HCDC-WH2198/2023,2023-06-30,China,Hubei,HK.2,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.2,23F (EG.5.1),HK
EPI_ISL_18292645,hCoV-19/Anhui/HSCDC-79/2023,2023-07-01,China,Anhui,HK.4,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.4,23F (EG.5.1),HK
EPI_ISL_18108644,hCoV-19/Xinjiang/XJCDCAKS_134/2023,2023-07-01,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_18108745,hCoV-19/Xinjiang/XJCDCHM_181/2023,2023-07-01,China,Xinjiang,HK.2,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.2,23F (EG.5.1),HK
EPI_ISL_18108861,hCoV-19/Xinjiang/XJCDCWLMQ-353/2023,2023-07-01,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_18108864,hCoV-19/Xinjiang/XJCDCWLMQ-356/2023,2023-07-01,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_18108654,hCoV-19/Xinjiang/XJCDCAKS-120/2023,2023-07-02,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),HK
EPI_ISL_18108636,hCoV-19/Xinjiang/XJCDCAKS_126/2023,2023-07-02,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_18108651,hCoV-19/Xinjiang/XJCDCAKS-117/2023,2023-07-02,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_17978556,hCoV-19/Hubei/HCDC-WH2206/2023,2023-07-02,China,Hubei,HK.3,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23H,XBB.1.9.2.5.1.1.3,23H (HK.3),HK
EPI_ISL_18138308,hCoV-19/Shanxi/JCCDC-JCCX0325/2023,2023-07-03,China,Shanxi,HK.2,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.28,23F (EG.5.1),HK
EPI_ISL_17994568,hCoV-19/Shanghai/SCDC-XG07-10162/2023,2023-07-03,China,Shanghai,HK.2,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.2,23F (EG.5.1),HK
EPI_ISL_17989071,hCoV-19/Sichuan/ZGCDC-zgxg332/2023,2023-07-03,China,Sichuan,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_18108637,hCoV-19/Xinjiang/XJCDCAKS_127/2023,2023-07-03,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_18036792,hCoV-19/Guangdong/GDCDC_SZHG_2288/2023,2023-07-04,China,Guangdong,HK.4,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.4,23F (EG.5.1),HK
EPI_ISL_18108712,hCoV-19/Xinjiang/XJCDCBOZ_96/2023,2023-07-04,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_18108713,hCoV-19/Xinjiang/XJCDCBOZ_97/2023,2023-07-04,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_18108848,hCoV-19/Xinjiang/XJCDCWLMQ_369/2023,2023-07-04,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1.2,23F (EG.5.1),HK
EPI_ISL_18108642,hCoV-19/Xinjiang/XJCDCAKS_132/2023,2023-07-04,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_18074573,hCoV-19/Shanghai/SCDC-XG07-10290/2023,2023-07-05,China,Shanghai,HK.2,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.2,23F (EG.5.1),HK
EPI_ISL_18074249,hCoV-19/Liaoning/LNCDC-252-20/2023,2023-07-05,China,Liaoning,HK.3,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23H,XBB.1.9.2.5.1.1.3,23H (HK.3),HK
EPI_ISL_18074302,hCoV-19/Shanghai/SCDC-CN-0861/2023,2023-07-05,China,Shanghai,HK.2,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.2,23F (EG.5.1),HK
EPI_ISL_18108714,hCoV-19/Xinjiang/XJCDCBOZ_98/2023,2023-07-05,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_18108853,hCoV-19/Xinjiang/XJCDCWLMQ_374/2023,2023-07-05,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_17988079,hCoV-19/Hubei/HCDC-2232/2023,2023-07-05,China,Hubei,HK.3,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23H,XBB.1.9.2.5.1.1.3,23H (HK.3),HK
EPI_ISL_18074602,hCoV-19/Shanghai/SCDC-XG07-10335/2023,2023-07-06,China,Shanghai,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_18074540,hCoV-19/Shanghai/SCDC-XG07-10224/2023,2023-07-06,China,Shanghai,HK.5,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.5,23F (EG.5.1),HK
EPI_ISL_18108678,hCoV-19/Xinjiang/XJCDCBAZ_181/2023,2023-07-06,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_18108638,hCoV-19/Xinjiang/XJCDCAKS_128/2023,2023-07-06,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_18105409,hCoV-19/Xinjiang/XJCDCAKS-139/2023,2023-07-07,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_18108769,hCoV-19/Xinjiang/XJCDCHT_081/2023,2023-07-07,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),HK
EPI_ISL_18055731,hCoV-19/Heilongjiang/HLJCDC-1823/2023,2023-07-07,China,Heilongjiang,HK.4,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.4,23F (EG.5.1),HK
EPI_ISL_18108668,hCoV-19/Xinjiang/XJCDCBAZ_171/2023,2023-07-07,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_18108771,hCoV-19/Xinjiang/XJCDCHT_083/2023,2023-07-07,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_18108850,hCoV-19/Xinjiang/XJCDCWLMQ_371/2023,2023-07-07,China,Xinjiang,HK.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.1,23F (EG.5.1),HK
EPI_ISL_18074692,hCoV-19/Shanghai/SCDC-XG07-10461/2023,2023-07-07,China,Shanghai,HK.2,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1.2,23F (EG.5.1),HK
