Accession ID,Virus name,Collection date,country,Province,Pango lineage,Variant,clade,partiallyAliased,clade_display,Omicron sublineages
EPI_ISL_16277975,hCoV-19/Inner Mongolia/IVDC-638/2022,2022-10-08,China,Neimenggu,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16968306,hCoV-19/Guangdong/SZTH-056/2022,2022-10-09,China,Guangdong,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_17342537,hCoV-19/Guangdong/SZTH-057/2022,2022-10-09,China,Guangdong,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_17342538,hCoV-19/Guangdong/SZTH-058/2022,2022-10-10,China,Guangdong,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16922952,hCoV-19/Tianjin/TJCDC-1516/2022,2022-10-10,China,Tianjin,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16634296,hCoV-19/Beijing/BJCDC-2253/2022,2022-10-10,China,Beijing,BF.7,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7,22B (BA.5),BF.7
EPI_ISL_16922951,hCoV-19/Tianjin/TJCDC-1515/2022,2022-10-10,China,Tianjin,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16634302,hCoV-19/Beijing/BJCDC-2276/2022,2022-10-11,China,Beijing,BF.7.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.4,22B (BA.5),BF.7
EPI_ISL_16922582,hCoV-19/Tianjin/TJCDC-1522/2022,2022-10-13,China,Tianjin,BF.7,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7,22B (BA.5),BF.7
EPI_ISL_16922581,hCoV-19/Tianjin/TJCDC-1521/2022,2022-10-13,China,Tianjin,BF.7,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7,22B (BA.5),BF.7
EPI_ISL_16922583,hCoV-19/Tianjin/TJCDC-1526/2022,2022-10-14,China,Tianjin,BF.7,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7,22B (BA.5),BF.7
EPI_ISL_16641861,hCoV-19/Beijing/BJCDC-2329/2022,2022-10-16,China,Beijing,BF.7.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.4,22B (BA.5),BF.7
EPI_ISL_16641855,hCoV-19/Beijing/BJCDC-2320/2022,2022-10-16,China,Beijing,BF.7,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7,22B (BA.5),BF.7
EPI_ISL_16922585,hCoV-19/Tianjin/TJCDC-1536/2022,2022-10-16,China,Tianjin,BF.7,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7,22B (BA.5),BF.7
EPI_ISL_16641866,hCoV-19/Beijing/BJCDC-2359/2022,2022-10-17,China,Beijing,BF.7,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7,22B (BA.5),BF.7
EPI_ISL_16922584,hCoV-19/Tianjin/TJCDC-1545/2022,2022-10-17,China,Tianjin,BF.7,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7,22B (BA.5),BF.7
EPI_ISL_16641884,hCoV-19/Beijing/BJCDC-2344/2022,2022-10-19,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16922995,hCoV-19/Tianjin/TJCDC-1563/2022,2022-10-19,China,Tianjin,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16641900,hCoV-19/Beijing/BJCDC-2367/2022,2022-10-21,China,Beijing,BF.7.5,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.5,22B (BA.5),BF.7
EPI_ISL_16923003,hCoV-19/Tianjin/TJCDC-1577/2022,2022-10-22,China,Tianjin,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16641950,hCoV-19/Beijing/BJCDC-2449/2022,2022-10-25,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16604527,hCoV-19/Shandong/SDCDC-0090/2022,2022-10-27,China,Shandong,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16923016,hCoV-19/Tianjin/TJCDC-1590/2022,2022-10-27,China,Tianjin,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16641961,hCoV-19/Beijing/BJCDC-2439/2022,2022-10-27,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16641965,hCoV-19/Beijing/BJCDC-2445/2022,2022-10-27,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16641974,hCoV-19/Beijing/BJCDC-2463/2022,2022-10-28,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16641976,hCoV-19/Beijing/BJCDC-2468/2022,2022-10-28,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16641971,hCoV-19/Beijing/BJCDC-2447/2022,2022-10-28,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16641979,hCoV-19/Beijing/BJCDC-2477/2022,2022-10-28,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16641970,hCoV-19/Beijing/BJCDC-2446/2022,2022-10-28,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16923022,hCoV-19/Tianjin/TJCDC-1595/2022,2022-10-28,China,Tianjin,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16641992,hCoV-19/Beijing/BJCDC-2476/2022,2022-10-29,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16641985,hCoV-19/Beijing/BJCDC-2464/2022,2022-10-29,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16641986,hCoV-19/Beijing/BJCDC-2466/2022,2022-10-29,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16641998,hCoV-19/Beijing/BJCDC-2497/2022,2022-10-29,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16641988,hCoV-19/Beijing/BJCDC-2469/2022,2022-10-29,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16641989,hCoV-19/Beijing/BJCDC-2473/2022,2022-10-29,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16641990,hCoV-19/Beijing/BJCDC-2472/2022,2022-10-29,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16641991,hCoV-19/Beijing/BJCDC-2474/2022,2022-10-29,China,Beijing,BF.7.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.4,22B (BA.5),BF.7
EPI_ISL_16641993,hCoV-19/Beijing/BJCDC-2475/2022,2022-10-29,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16923027,hCoV-19/Tianjin/TJCDC-1598/2022,2022-10-29,China,Tianjin,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16923028,hCoV-19/Tianjin/TJCDC-1600/2022,2022-10-30,China,Tianjin,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16923033,hCoV-19/Tianjin/TJCDC-1602/2022,2022-10-30,China,Tianjin,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642002,hCoV-19/Beijing/BJCDC-2483/2022,2022-10-30,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642003,hCoV-19/Beijing/BJCDC-2485/2022,2022-10-30,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642001,hCoV-19/Beijing/BJCDC-2482/2022,2022-10-30,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642022,hCoV-19/Beijing/BJCDC-2543/2022,2022-10-31,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642019,hCoV-19/Beijing/BJCDC-2528/2022,2022-10-31,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642007,hCoV-19/Beijing/BJCDC-2494/2022,2022-10-31,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16923032,hCoV-19/Tianjin/TJCDC-1605/2022,2022-10-31,China,Tianjin,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16923031,hCoV-19/Tianjin/TJCDC-1604/2022,2022-10-31,China,Tianjin,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16923030,hCoV-19/Tianjin/TJCDC-1603/2022,2022-10-31,China,Tianjin,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642031,hCoV-19/Beijing/BJCDC-2536/2022,2022-11-01,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642032,hCoV-19/Beijing/BJCDC-2537/2022,2022-11-01,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642033,hCoV-19/Beijing/BJCDC-2538/2022,2022-11-01,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642034,hCoV-19/Beijing/BJCDC-2539/2022,2022-11-01,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642035,hCoV-19/Beijing/BJCDC-2540/2022,2022-11-01,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642036,hCoV-19/Beijing/BJCDC-2541/2022,2022-11-01,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642038,hCoV-19/Beijing/BJCDC-2544/2022,2022-11-01,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642030,hCoV-19/Beijing/BJCDC-2535/2022,2022-11-01,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642039,hCoV-19/Beijing/BJCDC-2545/2022,2022-11-01,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642040,hCoV-19/Beijing/BJCDC-2546/2022,2022-11-01,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642037,hCoV-19/Beijing/BJCDC-2542/2022,2022-11-01,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642029,hCoV-19/Beijing/BJCDC-2503/2022,2022-11-01,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642027,hCoV-19/Beijing/BJCDC-2501/2022,2022-11-01,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642026,hCoV-19/Beijing/BJCDC-2502/2022,2022-11-01,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16923034,hCoV-19/Tianjin/TJCDC-1607/2022,2022-11-01,China,Tianjin,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16350860,hCoV-19/Beijing/BJCDC-2552/2022,2022-11-02,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16350861,hCoV-19/Beijing/BJCDC-2562/2022,2022-11-02,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16350858,hCoV-19/Beijing/BJCDC-2533/2022,2022-11-02,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16350857,hCoV-19/Beijing/BJCDC-2534/2022,2022-11-02,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642044,hCoV-19/Beijing/BJCDC-2585/2022,2022-11-02,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642043,hCoV-19/Beijing/BJCDC-2579/2022,2022-11-02,China,Beijing,BF.7.4.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.4.1,22B (BA.5),BF.7
EPI_ISL_16350859,hCoV-19/Beijing/BJCDC-2551/2022,2022-11-02,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642041,hCoV-19/Beijing/BJCDC-2577/2022,2022-11-02,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642042,hCoV-19/Beijing/BJCDC-2575/2022,2022-11-02,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642061,hCoV-19/Beijing/BJCDC-2605/2022,2022-11-03,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642058,hCoV-19/Beijing/BJCDC-2594/2022,2022-11-03,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642056,hCoV-19/Beijing/BJCDC-2593/2022,2022-11-03,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642055,hCoV-19/Beijing/BJCDC-2588/2022,2022-11-03,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642054,hCoV-19/Beijing/BJCDC-2564/2022,2022-11-03,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642057,hCoV-19/Beijing/BJCDC-2591/2022,2022-11-03,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642052,hCoV-19/Beijing/BJCDC-2566/2022,2022-11-03,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642053,hCoV-19/Beijing/BJCDC-2565/2022,2022-11-03,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642046,hCoV-19/Beijing/BJCDC-2553/2022,2022-11-03,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642047,hCoV-19/Beijing/BJCDC-2550/2022,2022-11-03,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642049,hCoV-19/Beijing/BJCDC-2554/2022,2022-11-03,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642050,hCoV-19/Beijing/BJCDC-2560/2022,2022-11-03,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642051,hCoV-19/Beijing/BJCDC-2556/2022,2022-11-03,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642048,hCoV-19/Beijing/BJCDC-2555/2022,2022-11-03,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16642074,hCoV-19/Beijing/BJCDC-2711/2022,2022-11-04,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
